text,sentiment
"well, having looked at my bruv`s exam timetable and french oral exam I feel very fortunate  now to, erm, digest my morning revision...",positive
 hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,positive
"My guitar ain`t herew yet?, feel like i lost a limb!.",negative
" Not addicted, just sociable.",neutral
I just got my leavers do dress!!!!,neutral
 wasn`t much of a debate,negative
EOM......still at work,neutral
 it was AMAZING!!! Had the best time  hope you had a good weekend too.,positive
It`s about to rain!!,neutral
 totally! except we can`t ride on the sidewalk like when we were kids.  a lot more safe than on the road with crazy drivers.,neutral
" They do! Lilash I`m guessing, right?  Oh and what camera are you using? That is insane quality!",positive
: Awesome. Tell me if its good. I might watch it,positive
What a bad day,negative
_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham,positive
Most experts recommend that you exercise up to 90 minutes most days of the week. (two Jillian videos),neutral
Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!!,neutral
_kap But I think it`s cute.  Do this every night okay?,positive
is happy that tiff can`t drop BIO so she can suffer with me  nyayhahahah!,neutral
who goes bowling anymore?... me and my friends,neutral
"I feel like drinking wine, but I don`t have any.",neutral
I am so bored.  My homework is done for my master`s program and It`s Friday nite wit nutin to do.,negative
"Work day 7 of 7,",neutral
5500 words and counting.  My hands hurt,negative
Rain. One more reason to stay snuggled beneath the duvet,neutral
Moving makes me sore.  Dunno if we are gonna make it!   Its getting close!,negative
It rains and it sucks so much because it`s the second day in a row,negative
 I will bring you cases of mountain dew if you give @_Slamma_ 2 tixs to see taylor swift!,neutral
 Alternate name for a 'Bacon Mary'... A 'Bloody Piggy!' ;) (I have to give my boyfriend credit for that idea!),positive
Hanging out with  and the Berlin Jarn guys.  http://yfrog.com/8c36ej,neutral
: Am getting upset listening to the say now  I want to speak to you Mitchel but my darn phone got no money on x,negative
 Very funny Thanks,positive
"spent a little too much $ at Wombat, but it`s cool `cuz it was time to take care of Tamara good.  YAY!",positive
home from the beach and only my feet are burned. i am proud of myself and the sunscreen.,positive
Hate washing my hair! Because then it has to be dried & straightened.  And then i find the grey hairs in the middle layers of my hair,negative
#com125: we have a quiz! again .. Feliza is bugging us again  its getting very annoying!,negative
Parking garage concrete pole 1 -- the new Odessey 0.,neutral
 Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic,positive
I love my Mom. Yo Amo a mi Mama. ? ? ? Thank you mommy... Ti amo con tutto il mio cuore.  Happy Mother`s Day,positive
everyone follow  and  ! they are amazing,positive
Also...     #travel #backpacking hope you enjoy our pics & videos,positive
 **** it. You don`t look well. You have to go home.,negative
did you kno that  is amazing  and i`ve known him since he got twitter and his most tweeted words are `know` `haha` `****`..,positive
Art History Quiz...  I didn`t study,neutral
trying to work...,neutral
haha i just watch a funny **** video on youtube  made my day,positive
Fun webcamming with caroooo,positive
Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less  http://vur.me/megainternetwealth/megaredpacket,neutral
 yeah! but too late  lol,negative
such a terrible day  only six now...,negative
watching my favorite tv shows on HULU.com for free,positive
"loves GOSSIP GIRL Episode 23, The Wrath of Con",positive
" It`s on today`s menu, don`t worry",positive
Not feeling very well.,negative
Mouth hurts,negative
yay dad agreed to pay for my tuition and equipment! yipee not till nxt jan tho,positive
" Well I will be making beds, creating noise & cleaning cleaning all day long.  With music & a smile  x",neutral
at school. Rusty just put Oh It Is Love on my ipod. awh,positive
@ metro with achan,neutral
woken up by mum. work,neutral
Having one of my bad days....Migraine today. My 1st since my neck surgery about 2 1/2 months,negative
 Wow.  is constantly ranting about his love for Genghis Grill too. Never been there; not here in Colorado.,positive
 Thank you for that!  I know it.,positive
 lame,negative
cof Cof Cof!,neutral
 great show today,positive
 hello  I`m up late playing on the internet. I love you!,positive
YAY jack won. but downer i`ve just remembered its friday meaning i have work tomorrow,positive
 bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin godzilla,neutral
Hey there! It`s a glorious morning! Monday`s animation mode: ON!,positive
 work outside,neutral
Grrr! My internet will be up and running next Wed  at least now I have a def. Answer!,negative
I just lost my favorite pen  good thing I have a back up =D,negative
really fun day  gahhh i want my new phone this razr is killin me,neutral
Frank from UPS` last day today...  sad to see him go   best delivery guy EVER!  Hope the new guy is NOT a fucktard...,negative
_Yours13 I`m not at home with my cats right now!,neutral
 UMMMNNN ummmnnn good thanks for letting me know earlier... I ate already,positive
Studying like crazy in hopes of acing all of my exams!!!!!,positive
 thats a bad start to the day!,negative
OMG I would sooooo make dis show number one n da ratings,positive
I think I`m gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy,neutral
  got my grubby paws on a live recording of paramore. you have to hear. its better than chocolate,positive
Finally Ubuntu 9.04 arrived as a disc,neutral
Didn`t sleep good last night. Woke up with another bellyache  what`s wrong with meeeeeee.,negative
 they look nice atleast  haha. <3,positive
bout 2 watch a movie nd drink wit martin nd leslie,neutral
"I miss ya, Boyfriend!  When am I gonna see ya again? Br!Tt!!!",negative
Operation Mischevious (Pinwheel) to commence in 25 min... lol  waiting on Ed to show up,neutral
MY SiSTER iN LAW JUST LEFT FOR HER PROM!! SHE LOOKED SOO PRETTY.. TEARS ALL AROUND,positive
_G  ur a poopy head,negative
 lol. u got AC right? u know it`s getting chill here again...  n its gona rain tmr,neutral
"  cool, i saw it now in the link thanks",positive
getting rained out @ the devon horse show.  *head desk*,neutral
http://twitpic.com/4wf30 - EEEEEEEEEEE!!!!! IT CAME!!!!,positive
"_2229 both, at the same time",neutral
 http://twitpic.com/67w20 - Jordan baby was talking to me!!!! I wish I coulda met you!! ugh,positive
"The Gray Hat Python book reminded me how many security tools are python version specific, which is a pain if you need to use all of them",negative
"You know when your make late night calls to India team members for more pictures, your struggling with your message.  Thanks .",negative
watchin family guy,neutral
 i can`t wait! its most definately going to be amazing.  <3 michelle,positive
" nice work buying coda dude! It`s a great app! Unfortunately, I bought it when it was the full $99USD  #jealous",neutral
"Just to drive  crazy, I miss the big blue selected tweet highlight. I can`t tell which tweet is selected anymore",negative
 : heheĂŻÂżÂ˝I bet you have never looked back!  3 weeks is a long school trip!,positive
 is not too hot and not to cold,neutral
 nope  i`m bored and hungry.,negative
"Don`t worry, I won`t  I`ll send it to you as soon as I land in Delhi. I`ll let you know about the price in a little while.",positive
will be lonely for 4 days because  will be in baguio.   http://plurk.com/p/x2apl,negative
 Oh I`ve got that one & the stp x step one on VHS. Tried connecting our video to harddrive to copy to DVD but didnt work,neutral
"_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you & ",positive
Back from hospital. Doc says I`ll live,positive
Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won`t deliver to Zimbabwe,negative
i wanna vote for Miley Cyrus for the mtv movie awards..but i don`t know where i could  somebody could send me a link? thaank you <3,positive
 Hah! Thanks.,positive
at the redi med. getting checked for strep throat.,neutral
Blogging-- http://13tolife.us/ Mentioning links to contests where you might just win a free book or two!,neutral
in science class right now... urgh... stupid project.. don`t wanna go to track after school! too tired!  lol,negative
cleaning and packing,neutral
 Well I asked you a few days ago and you said money was the only thing holding you back Saturday or something,neutral
 Haha...ooh it was gorgeous wasn`****!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday,neutral
someone WOULD give a speech about loved ones in the hospital. Stupid COMM class,negative
 I wasn`t near him.,neutral
THIS twitter is driving me nuts...WONT LET ME DOWNLOAD A PROFILE PIC!! ...guess i`ll keep trying!!,negative
 I`m on my way...!,neutral
" Ah, sorry to hear your trip was canceled",negative
